year	leap.year	weeks	pattern
2199	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2200	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2201	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2202	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2203	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2204	TRUE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2205	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2206	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2207	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2208	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2209	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2210	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2211	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2212	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2213	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2214	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2215	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2216	TRUE	52	4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2217	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2218	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2219	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2220	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2221	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2222	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2223	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2224	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2225	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2226	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2227	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2228	TRUE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2229	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2230	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2231	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2232	TRUE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2233	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2234	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2235	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2236	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2237	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2238	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2239	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2240	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2241	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2242	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2243	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2244	TRUE	52	4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2245	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2246	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2247	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2248	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2249	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2250	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2251	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2252	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2253	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2254	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2255	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2256	TRUE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2257	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2258	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2259	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2260	TRUE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2261	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2262	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2263	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2264	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2265	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2266	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2267	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2268	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2269	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2270	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2271	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2272	TRUE	52	4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2273	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2274	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2275	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2276	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2277	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2278	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2279	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2280	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2281	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2282	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2283	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2284	TRUE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2285	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2286	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2287	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2288	TRUE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2289	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2290	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2291	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2292	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2293	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2294	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2295	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2296	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2297	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2298	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2299	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2300	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2301	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2302	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2303	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2304	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2305	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2306	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2307	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2308	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2309	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2310	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2311	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2312	TRUE	52	4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2313	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2314	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2315	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2316	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2317	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2318	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2319	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2320	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2321	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2322	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2323	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2324	TRUE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2325	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2326	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2327	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2328	TRUE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2329	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2330	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2331	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2332	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2333	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2334	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2335	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2336	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2337	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2338	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2339	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2340	TRUE	52	4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2341	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2342	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2343	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2344	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2345	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2346	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2347	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2348	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2349	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2350	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2351	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2352	TRUE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2353	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2354	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2355	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2356	TRUE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2357	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2358	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2359	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2360	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2361	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2362	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2363	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2364	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2365	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2366	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2367	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2368	TRUE	52	4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2369	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2370	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2371	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2372	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2373	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2374	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2375	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2376	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2377	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2378	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2379	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2380	TRUE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2381	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2382	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2383	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2384	TRUE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2385	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2386	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2387	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2388	TRUE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2389	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2390	FALSE	52	4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13)
2391	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2392	TRUE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2393	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
2394	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13) | 4-4-5 (13)
2395	FALSE	52	4-4-5 (13) | 4-4-5 (13) | 4-5-4 (13) | 4-5-4 (13)
2396	TRUE	52	4-5-4 (13) | 4-5-4 (13) | 4-5-4 (13) | 5-4-4 (13)
2397	FALSE	52	5-4-4 (13) | 4-5-4 (13) | 5-4-4 (13) | 5-4-4 (13)
2398	FALSE	53	5-4-4 (13) | 5-4-4 (13) | 5-4-4 (13) | 5-4-5 (14)
2399	FALSE	52	4-4-4 (12) | 5-4-4 (13) | 5-4-5 (14) | 4-4-5 (13)
